issue,question,opinion,arg,counter_arg,workerid,belief_publicopinion,collection,age,gender,politics,party,ethnic,origin
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,4|3,251,-2,2,33,Male,5,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,6,6,226,-2,2,26,Male,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,0|1|5,3|2,310,-1,2,29,Male,7,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,4,360,0,2,27,Female,2,Democrat,asian,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5|0,2|3,18,-2,2,42,Female,3,Democrat,asian|hispanic,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5|0,3,420,-1,2,30,Female,2,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,5,5,222,1,2,57,Female,5,Democrat,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|3|5|4|0,3|4|0,150,1,2,32,Female,1,No,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,4,2,301,0,2,21,Male,3,Other,hispanic,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,1,220,-2,2,28,Male,4,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,4|3,56,-2,2,46,Female,7,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3,75,-2,2,32,Female,5,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,5|6,1,-2,2,54,Female,3,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,3|2,96,-2,2,22,Female,2,Independent,asian,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5|0,4|2,97,-2,2,22,Male,1,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|3|1|0,5|1,286,-2,2,24,Female,2,Democrat,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,4|1|0,3,35,1,2,26,Female,4,Democrat,hispanic,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3,258,-2,2,32,Female,5,Republican,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,0|1|5|4,3|2,10,-2,2,26,Female,4,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3,404,-2,2,45,Female,2,Democrat,asian,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3|2|4,328,-2,2,35,Male,2,No,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3|0|6,1|5,318,-2,2,36,Female,2,Democrat,hispanic,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,6,170,-2,2,35,Male,5,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5|4|0|3,6,121,-2,2,20,Female,5,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,5,229,-2,2,50,Female,3,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|4,2|4,276,-2,2,32,Female,4,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,1|4|3,63,-2,2,48,Female,4,Independent,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3|2,354,-2,2,31,Female,2,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,4,57,-2,2,31,Female,3,Democrat,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5|0,3,378,-2,2,26,Female,4,Independent,asian,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,4|3,22,-2,2,43,Female,2,Democrat,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,3,233,-2,2,50,Female,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,6,204,-2,2,27,Female,2,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|0|5,3,291,-2,2,27,Female,3,Independent,african|arabic|other,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,3,320,-2,2,43,Female,2,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1|5,3,334,-2,2,44,Female,6,Independent,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,3,1,264,-2,2,34,Male,5,No,african,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,3,209,-2,2,31,Female,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5,1,372,-1,2,48,Female,6,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,1,0|6,1|0|5,342,-1,2,30,Female,4,Republican,european,–
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,1,2,281,-2,2,32,Female,6,Republican,european,us
fefam,It is much better for everyone involved if the man is the achiever outside the home and the woman takes care of the home and family.,0,5|1,3|4,410,-2,2,36,Female,5,Republican,european,–
